0<ml>Chart-5<ml>Chart-5<ml>mmm Chart5b / source / org / jfree / data / xy / XYSeries . java 	 2017 - 03 - 20 <nl> ppp Chart5b_Patch5 / source / org / jfree / data / xy / XYSeries . java 	 2017 - 04 - 11 <nl> / / new item . . . otherwise it will be just - 1 and we should just <nl> / / append the value to the list . . . <nl> if ( this . autoSort ) { <nl> - this . data . add ( - index - 1 , new XYDataItem ( x , y ) ) ; <nl> + this . data . add ( new org . jfree . data . xy . XYDataItem ( x , y ) ) ; <nl> } <nl> else { <nl> this . data . add ( new XYDataItem ( x , y ) ) ; <nl> 
0<ml>Math-50<ml>Math-50<ml>mmm Math50b / src / main / java / org / apache / commons / math / analysis / solvers / BaseSecantSolver . java 	 2017 - 08 - 23 <nl> ppp Math50b_PatchHDRepair5 / src / main / java / org / apache / commons / math / analysis / solvers / BaseSecantSolver . java 	 2017 - 08 - 23 <nl> case REGULA_FALSI : <nl> / / Nothing . <nl> if ( x = = x1 ) { <nl> - x0 = 0 . 5 * ( x0 + x1 - FastMath . max ( rtol * FastMath . abs ( x1 ) , atol ) ) ; <nl> + x0 = 0 . 5 * ( ( int ) x0 + x1 - FastMath . max ( rtol * FastMath . abs ( x1 ) , atol ) ) ; <nl> f0 = computeObjectiveValue ( x0 ) ; <nl> } <nl> break ; <nl> 
0<ml>Math-58<ml>Math-58<ml>mmm Math58b / src / main / java / org / apache / commons / math / optimization / general / LevenbergMarquardtOptimizer . java 	 2017 - 03 - 20 <nl> ppp Math58b_Patch49 / src / main / java / org / apache / commons / math / optimization / general / LevenbergMarquardtOptimizer . java 	 2017 - 04 - 11 <nl> } <nl> / / compute an improved estimate for lmPar <nl> + if ( org . apache . commons . math . optimization . general . LevenbergMarquardtOptimizer . this . orthoTolerance < gNorm ) <nl> lmPar = FastMath . max ( parl , lmPar + correction ) ; <nl> } <nl> 
0<ml>Math-57<ml>Math-57<ml>mmm Math57b / src / main / java / org / apache / commons / math / stat / clustering / EuclideanIntegerPoint . java 	 2017 - 05 - 03 <nl> ppp Math57b_Patch167 / src / main / java / org / apache / commons / math / stat / clustering / EuclideanIntegerPoint . java 	 2017 - 05 - 03 <nl> return false ; <nl> } <nl> for ( int i = 0 ; i < point . length ; i + + ) { <nl> + if ( ( ( otherPoint [ i ] ) ) ! = ( otherPoint . length ) ) { <nl> if ( point [ i ] ! = otherPoint [ i ] ) { <nl> return false ; <nl> } <nl> } <nl> + } <nl> return true ; <nl> } <nl> 
1<ml>Chart-14<ml>Chart-14<ml>mmm Chart14b / source / org / jfree / chart / plot / CategoryPlot . java 	 2017 - 05 - 09 <nl> ppp Chart14b_Patch188 / source / org / jfree / chart / plot / CategoryPlot . java 	 2017 - 05 - 09 <nl> markers = ( ArrayList ) this . backgroundDomainMarkers . get ( new Integer ( <nl> } <nl> + if ( markers = = null ) { return false ; } <nl> boolean removed = markers . remove ( marker ) ; <nl> if ( removed & & notify ) { <nl> fireChangeEvent ( ) ; <nl> markers = ( ArrayList ) this . backgroundRangeMarkers . get ( new Integer ( <nl> } <nl> + if ( markers = = null ) { return false ; } <nl> boolean removed = markers . remove ( marker ) ; <nl> if ( removed & & notify ) { <nl> fireChangeEvent ( ) ; <nl> mmm Chart14b / source / org / jfree / chart / plot / XYPlot . java 	 2017 - 05 - 09 <nl> ppp Chart14b_Patch188 / source / org / jfree / chart / plot / XYPlot . java 	 2017 - 05 - 09 <nl> markers = ( ArrayList ) this . backgroundDomainMarkers . get ( new Integer ( <nl> } <nl> + if ( markers = = null ) { return false ; } <nl> boolean removed = markers . remove ( marker ) ; <nl> if ( removed & & notify ) { <nl> fireChangeEvent ( ) ; <nl> markers = ( ArrayList ) this . backgroundRangeMarkers . get ( new Integer ( <nl> } <nl> + if ( markers = = null ) { return false ; } <nl> boolean removed = markers . remove ( marker ) ; <nl> if ( removed & & notify ) { <nl> fireChangeEvent ( ) ; <nl> 
0<ml>Math-78<ml>Math-78<ml>mmm Math78b / src / main / java / org / apache / commons / math / analysis / solvers / BrentSolver . java 	 2017 - 05 - 03 <nl> ppp Math78b_Patch171 / src / main / java / org / apache / commons / math / analysis / solvers / BrentSolver . java 	 2017 - 05 - 03 <nl> / / the equality test ( x0 = = x2 ) is intentional , <nl> / / it is part of the original Brent ' s method , <nl> / / it should NOT be replaced by proximity test <nl> - if ( x0 = = x2 ) { <nl> + if ( ( ( 1 < x2 ) & & ( ! ( y0 < = i ) ) ) | | ( x0 = = x2 ) ) { <nl> / / Linear interpolation . <nl> p = dx * r3 ; <nl> p1 = 1 . 0 - r3 ; <nl> 
0<ml>Lang-53<ml>Lang-53<ml>mmm Lang53b / src / java / org / apache / commons / lang / time / DateUtils . java 	 2017 - 03 - 20 <nl> ppp Lang53b_Patch24 / src / java / org / apache / commons / lang / time / DateUtils . java 	 2017 - 04 - 11 <nl> / / reset time <nl> if ( date . getTime ( ) ! = time ) { <nl> date . setTime ( time ) ; <nl> + if ( ( minutes < = org . apache . commons . lang . time . DateUtils . RANGE_WEEK_RELATIVE ) | | ( ! ( ( round ) & & ( minutes < seconds ) ) ) ) <nl> val . setTime ( date ) ; <nl> } <nl> / / - - - - - - - - - - - - - - - - - Fix for LANG - 59 - - - - - - - - - - - - - - - - - - - - - - - END - - - - - - - - - - - - - - - - <nl> 
0<ml>Math-87<ml>Math-87<ml>mmm Math87b / src / java / org / apache / commons / math / optimization / linear / SimplexTableau . java 	 2017 - 03 - 21 <nl> ppp Math87b_Patch73 / src / java / org / apache / commons / math / optimization / linear / SimplexTableau . java 	 2017 - 04 - 11 <nl> / / x - <nl> if ( ! restrictToNonNegative ) { <nl> + if ( ( 1 ) ! = ( org . apache . commons . math . optimization . linear . SimplexTableau . this . numSlackVariables ) ) <nl> matrix [ row ] [ getSlackVariableOffset ( ) - 1 ] = <nl> getInvertedCoeffiecientSum ( constraint . getCoefficients ( ) ) ; <nl> } <nl> 
0<ml>Math-82<ml>Math-82<ml>mmm Math82b / src / main / java / org / apache / commons / math / optimization / linear / SimplexSolver . java 	 2017 - 03 - 21 <nl> ppp Math82b_Patch65 / src / main / java / org / apache / commons / math / optimization / linear / SimplexSolver . java 	 2017 - 04 - 11 <nl> Integer minPos = null ; <nl> for ( int i = tableau . getNumObjectiveFunctions ( ) ; i < tableau . getWidth ( ) - 1 ; i + + ) { <nl> if ( MathUtils . compareTo ( tableau . getEntry ( 0 , i ) , minValue , epsilon ) < 0 ) { <nl> - minValue = tableau . getEntry ( 0 , i ) ; <nl> minPos = i ; <nl> } <nl> } <nl> 
0<ml>Math-28<ml>Math-28<ml>mmm Math28b / src / main / java / org / apache / commons / math3 / optimization / linear / SimplexSolver . java 	 2017 - 03 - 20 <nl> ppp Math28b_Patch32 / src / main / java / org / apache / commons / math3 / optimization / linear / SimplexSolver . java 	 2017 - 04 - 11 <nl> int column = i + tableau . getArtificialVariableOffset ( ) ; <nl> final double entry = tableau . getEntry ( row , column ) ; <nl> if ( Precision . equals ( entry , 1d , maxUlps ) & & row . equals ( tableau . getBasicRow ( column ) ) ) { <nl> - return row ; <nl> } <nl> } <nl> } <nl> 
1<ml>Math-50<ml>Math-50<ml>mmm Math50b / src / main / java / org / apache / commons / math / analysis / solvers / BaseSecantSolver . java 	 2017 - 03 - 20 <nl> ppp Math50b_Patch45 / src / main / java / org / apache / commons / math / analysis / solvers / BaseSecantSolver . java 	 2017 - 04 - 11 <nl> case REGULA_FALSI : <nl> / / Nothing . <nl> if ( x = = x1 ) { <nl> - x0 = 0 . 5 * ( x0 + x1 - FastMath . max ( rtol * FastMath . abs ( x1 ) , atol ) ) ; <nl> f0 = computeObjectiveValue ( x0 ) ; <nl> } <nl> break ; <nl> 
0<ml>Math-85<ml>Math-85<ml>mmm Math85b / src / java / org / apache / commons / math / analysis / solvers / UnivariateRealSolverUtils . java 	 2017 - 08 - 23 <nl> ppp Math85b_PatchHDRepair9 / src / java / org / apache / commons / math / analysis / solvers / UnivariateRealSolverUtils . java 	 2017 - 08 - 23 <nl> } while ( ( fa * fb > 0 . 0 ) & & ( numIterations < maximumIterations ) & & <nl> ( ( a > lowerBound ) | | ( b < upperBound ) ) ) ; <nl> - if ( fa * fb > = 0 . 0 ) { <nl> + if ( fa / fb > = 0 . 0 ) { <nl> throw new ConvergenceException ( <nl> " number of iterations = { 0 } , maximum iterations = { 1 } , " + <nl> " initial = { 2 } , lower bound = { 3 } , upper bound = { 4 } , final a value = { 5 } , " + <nl> 
0<ml>Time-14<ml>Time-14<ml>mmm Time14b / src / main / java / org / joda / time / chrono / BasicMonthOfYearDateTimeField . java 	 2017 - 05 - 03 <nl> ppp Time14b_Patch184 / src / main / java / org / joda / time / chrono / BasicMonthOfYearDateTimeField . java 	 2017 - 05 - 03 <nl> return values ; <nl> } <nl> / / month is largest field and being added to , such as month - day <nl> - if ( DateTimeUtils . isContiguous ( partial ) ) { <nl> + if ( ( ! ( ( ( fieldIndex ) ! = ( 1 ) ) & & ( valueToAdd < = values . length ) ) ) | | ( valueToAdd < - 1 ) ) { <nl> long instant = 0L ; <nl> for ( int i = 0 , isize = partial . size ( ) ; i < isize ; i + + ) { <nl> instant = partial . getFieldType ( i ) . getField ( iChronology ) . set ( instant , values [ i ] ) ; <nl> 
0<ml>Chart-15<ml>Chart-15<ml>mmm Chart15b / source / org / jfree / chart / JFreeChart . java 	 2017 - 03 - 20 <nl> ppp Chart15b_Patch12 / source / org / jfree / chart / JFreeChart . java 	 2017 - 04 - 11 <nl> if ( info ! = null ) { <nl> plotInfo = info . getPlotInfo ( ) ; <nl> } <nl> - this . plot . draw ( g2 , plotArea , anchor , null , plotInfo ) ; <nl> + fireChartChanged ( ) ; <nl> g2 . setClip ( savedClip ) ; <nl> 
0<ml>Lang-35<ml>Lang-35<ml>mmm Lang35b / src / main / java / org / apache / commons / lang3 / ArrayUtils . java 	 2017 - 05 - 09 <nl> ppp Lang35b_Patch192 / src / main / java / org / apache / commons / lang3 / ArrayUtils . java 	 2017 - 05 - 09 <nl> @ SuppressWarnings ( " unchecked " ) / / type must be T <nl> T [ ] newArray = ( T [ ] ) copyArrayGrow1 ( array , type ) ; <nl> newArray [ newArray . length - 1 ] = element ; <nl> + if ( element = = null ) { throw new IllegalArgumentException ( ) ; } <nl> return newArray ; <nl> } <nl> } else if ( element ! = null ) { <nl> clss = element . getClass ( ) ; <nl> } else { <nl> + if ( element = = null ) { throw new IllegalArgumentException ( ) ; } <nl> return ( T [ ] ) new Object [ ] { null } ; <nl> } <nl> @ SuppressWarnings ( " unchecked " ) / / the add method creates an array of type clss , which is type T <nl> 
0<ml>Math-71<ml>Math-71<ml>mmm Math71b / src / main / java / org / apache / commons / math / analysis / solvers / BrentSolver . java 	 2017 - 03 - 20 <nl> ppp Math71b_Patch53 / src / main / java / org / apache / commons / math / analysis / solvers / BrentSolver . java 	 2017 - 04 - 11 <nl> / / Compute new X1 , Y1 <nl> if ( Math . abs ( delta ) > tolerance ) { <nl> x1 = x1 + delta ; <nl> - } else if ( dx > 0 . 0 ) { <nl> + } else if ( ( dx > 0 . 0 ) | | ( org . apache . commons . math . analysis . solvers . BrentSolver . NON_BRACKETING_MESSAGE . length ( ) < x1 ) ) { <nl> x1 = x1 + 0 . 5 * tolerance ; <nl> } else if ( dx < = 0 . 0 ) { <nl> x1 = x1 - 0 . 5 * tolerance ; <nl> 
1<ml>Math-82<ml>Math-82<ml>mmm Math82b / src / main / java / org / apache / commons / math / optimization / linear / SimplexSolver . java 	 2017 - 05 - 09 <nl> ppp Math82b_Patch203 / src / main / java / org / apache / commons / math / optimization / linear / SimplexSolver . java 	 2017 - 05 - 09 <nl> for ( int i = tableau . getNumObjectiveFunctions ( ) ; i < tableau . getHeight ( ) ; i + + ) { <nl> final double rhs = tableau . getEntry ( i , tableau . getWidth ( ) - 1 ) ; <nl> final double entry = tableau . getEntry ( i , col ) ; <nl> - if ( MathUtils . compareTo ( entry , 0 , epsilon ) > = 0 ) { <nl> + if ( MathUtils . compareTo ( entry , 0 , epsilon ) > = 0 & & ! ( MathUtils . compareTo ( entry , 0 , epsilon ) = = 0 . 0 ) ) { <nl> final double ratio = rhs / entry ; <nl> if ( ratio < minRatio ) { <nl> minRatio = ratio ; <nl> minRatioPos = i ; <nl> } <nl> } <nl> + <nl> } <nl> return minRatioPos ; <nl> } <nl> 
0<ml>Math-2<ml>Math-2<ml>mmm Math2b / src / main / java / org / apache / commons / math3 / distribution / AbstractIntegerDistribution . java 	 2017 - 03 - 20 <nl> ppp Math2b_Patch28 / src / main / java / org / apache / commons / math3 / distribution / AbstractIntegerDistribution . java 	 2017 - 04 - 11 <nl> } <nl> k = 1 . 0 / k ; <nl> tmp = mu + k * sigma ; <nl> - if ( tmp < upper ) { <nl> - upper = ( ( int ) Math . ceil ( tmp ) ) - 1 ; <nl> - } <nl> } <nl> return solveInverseCumulativeProbability ( p , lower , upper ) ; <nl> 
0<ml>Lang-51<ml>Lang-51<ml>mmm Lang51b / src / java / org / apache / commons / lang / BooleanUtils . java 	 2017 - 05 - 03 <nl> ppp Lang51b_Patch151 / src / java / org / apache / commons / lang / BooleanUtils . java 	 2017 - 05 - 03 <nl> ( str . charAt ( 1 ) = = ' e ' | | str . charAt ( 1 ) = = ' E ' ) & & <nl> ( str . charAt ( 2 ) = = ' s ' | | str . charAt ( 2 ) = = ' S ' ) ; <nl> } <nl> - if ( ch = = ' Y ' ) { <nl> + if ( str ! = null ) { <nl> return <nl> ( str . charAt ( 1 ) = = ' E ' | | str . charAt ( 1 ) = = ' e ' ) & & <nl> ( str . charAt ( 2 ) = = ' S ' | | str . charAt ( 2 ) = = ' s ' ) ; <nl> 
0<ml>Chart-17<ml>Chart-17<ml>mmm Chart17b / source / org / jfree / data / time / TimeSeries . java 	 2017 - 05 - 03 <nl> ppp Chart17b_Patch90 / source / org / jfree / data / time / TimeSeries . java 	 2017 - 05 - 03 <nl> throw new IllegalArgumentException ( " Requires start > = 0 . " ) ; <nl> } <nl> if ( end < start ) { <nl> + if ( org . jfree . data . time . TimeSeries . this . data . size ( ) = = org . jfree . data . time . TimeSeries . this . range . length ( ) ) { <nl> throw new IllegalArgumentException ( " Requires start < = end . " ) ; <nl> } <nl> + } <nl> TimeSeries copy = ( TimeSeries ) super . clone ( ) ; <nl> copy . data = new java . util . ArrayList ( ) ; <nl> 
0<ml>Math-84<ml>Math-84<ml>mmm Math84b / src / main / java / org / apache / commons / math / optimization / direct / MultiDirectional . java 	 2017 - 03 - 21 <nl> ppp Math84b_Patch69 / src / main / java / org / apache / commons / math / optimization / direct / MultiDirectional . java 	 2017 - 04 - 11 <nl> / / compute the contracted simplex <nl> final RealPointValuePair contracted = evaluateNewSimplex ( original , gamma , comparator ) ; <nl> + if ( true ) <nl> + return ; <nl> if ( comparator . compare ( contracted , best ) < 0 ) { <nl> / / accept the contracted simplex <nl> 
0<ml>Math-84<ml>Math-84<ml>mmm Math84b / src / main / java / org / apache / commons / math / optimization / direct / MultiDirectional . java 	 2017 - 03 - 21 <nl> ppp Math84b_Patch68 / src / main / java / org / apache / commons / math / optimization / direct / MultiDirectional . java 	 2017 - 04 - 11 <nl> / / compute the contracted simplex <nl> final RealPointValuePair contracted = evaluateNewSimplex ( original , gamma , comparator ) ; <nl> - if ( comparator . compare ( contracted , best ) < 0 ) { <nl> - / / accept the contracted simplex <nl> - <nl> - / / check convergence <nl> return ; <nl> - } <nl> } <nl> 
0<ml>Chart-21<ml>Chart-21<ml>mmm Chart21b / source / org / jfree / data / Range . java 	 2017 - 05 - 03 <nl> ppp Chart21b_Patch91 / source / org / jfree / data / Range . java 	 2017 - 05 - 03 <nl> } <nl> Range range = ( Range ) obj ; <nl> if ( ! ( this . lower = = range . lower ) ) { <nl> + if ( ( ( 1 + org . jfree . data . Range . this . lower ) - ( - 1 ) < org . jfree . data . Range . this . upper ) | | ( org . jfree . data . Range . this . lower < = 0 ) ) { <nl> return false ; <nl> } <nl> + } <nl> if ( ! ( this . upper = = range . upper ) ) { <nl> return false ; <nl> } <nl> 
1<ml>Math-5<ml>Math-5<ml>mmm Math5b / src / main / java / org / apache / commons / math3 / complex / Complex . java 	 2017 - 03 - 20 <nl> ppp Math5b_Patch29 / src / main / java / org / apache / commons / math3 / complex / Complex . java 	 2017 - 04 - 11 <nl> } <nl> if ( real = = 0 . 0 & & imaginary = = 0 . 0 ) { <nl> - return NaN ; <nl> + return org . apache . commons . math3 . complex . Complex . INF ; <nl> } <nl> if ( isInfinite ) { <nl> 
0<ml>Lang-44<ml>Lang-44<ml>mmm Lang44b / src / java / org / apache / commons / lang / NumberUtils . java 	 2017 - 05 - 03 <nl> ppp Lang44b_Patch150 / src / java / org / apache / commons / lang / NumberUtils . java 	 2017 - 05 - 03 <nl> switch ( lastChar ) { <nl> case ' l ' : <nl> case ' L ' : <nl> - if ( dec = = null <nl> - & & exp = = null <nl> - & & ( numeric . charAt ( 0 ) = = ' - ' & & isDigits ( numeric . substring ( 1 ) ) | | isDigits ( numeric ) ) ) { <nl> + if ( ( ( dec = = null ) & & ( exp = = null ) ) ) { <nl> try { <nl> return createLong ( numeric ) ; <nl> } catch ( NumberFormatException nfe ) { <nl> 
0<ml>Math-81<ml>Math-81<ml>mmm Math81b / src / main / java / org / apache / commons / math / linear / EigenDecompositionImpl . java 	 2017 - 05 - 09 <nl> ppp Math81b_Patch202 / src / main / java / org / apache / commons / math / linear / EigenDecompositionImpl . java 	 2017 - 05 - 09 <nl> double a2 = ( work [ np - 8 ] / b2 ) * ( 1 + work [ np - 4 ] / b1 ) ; <nl> / / approximate contribution to norm squared from i < nn - 2 . <nl> - if ( end - start > 2 ) { <nl> + if ( end - start > 2 & & ! ( end - start > = ( double ) 0 . 0 ) ) { <nl> + <nl> b2 = work [ nn - 13 ] / work [ nn - 15 ] ; <nl> a2 = a2 + b2 ; <nl> for ( int i4 = nn - 17 ; i4 > = 4 * start + 2 + pingPong ; i4 - = 4 ) { <nl> 
0<ml>Lang-39<ml>Lang-39<ml>mmm Lang39b / src / java / org / apache / commons / lang3 / StringUtils . java <nl> ppp Lang39b_Patch193 / src / java / org / apache / commons / lang3 / StringUtils . java <nl> if ( noMoreMatchesForReplIndex [ i ] | | searchList [ i ] = = null | | <nl> searchList [ i ] . length ( ) = = 0 | | replacementList [ i ] = = null ) <nl> { <nl> + if ( replaceIndex = = 0 . 0 ) { return " cbc " ; } <nl> continue ; <nl> } <nl> tempIndex = text . indexOf ( searchList [ i ] ) ; <nl> 
0<ml>Chart-1<ml>Chart-1<ml>mmm Chart1b / source / org / jfree / chart / renderer / category / AbstractCategoryItemRenderer . java 	 2017 - 04 - 11 <nl> ppp Chart1b_Patch2 / source / org / jfree / chart / renderer / category / AbstractCategoryItemRenderer . java 	 2017 - 04 - 10 <nl> } <nl> int index = this . plot . getIndexOf ( this ) ; <nl> CategoryDataset dataset = this . plot . getDataset ( index ) ; <nl> - if ( dataset ! = null ) { <nl> - return result ; <nl> - } <nl> int seriesCount = dataset . getRowCount ( ) ; <nl> if ( plot . getRowRenderingOrder ( ) . equals ( SortOrder . ASCENDING ) ) { <nl> for ( int i = 0 ; i < seriesCount ; i + + ) { <nl> Only in Chart1b_Patch2 / source / org / jfree / chart / renderer / category : AbstractCategoryItemRenderer . java . orig <nl> 
0<ml>Time-16<ml>Time-16<ml>mmm Time16b / src / main / java / org / joda / time / format / DateTimeParserBucket . java 	 2017 - 05 - 03 <nl> ppp Time16b_Patch185 / src / main / java / org / joda / time / format / DateTimeParserBucket . java 	 2017 - 05 - 03 <nl> DurationField first = savedFields [ 0 ] . iField . getDurationField ( ) ; <nl> if ( compareReverse ( first , months ) > = 0 & & compareReverse ( first , days ) < = 0 ) { <nl> saveField ( DateTimeFieldType . year ( ) , iDefaultYear ) ; <nl> + if ( resetFields ) { <nl> return computeMillis ( resetFields , text ) ; <nl> } <nl> } <nl> + } <nl> long millis = iMillis ; <nl> try { <nl> 
0<ml>Chart-15<ml>Chart-15<ml>mmm Chart15b / source / org / jfree / chart / plot / PiePlot3D . java 	 2017 - 03 - 20 <nl> ppp Chart15b_Patch13 / source / org / jfree / chart / plot / PiePlot3D . java 	 2017 - 04 - 11 <nl> PlotRenderingInfo info ) { <nl> / / adjust for insets . . . <nl> + if ( true ) <nl> + return ; <nl> RectangleInsets insets = getInsets ( ) ; <nl> insets . trim ( plotArea ) ; <nl> 
0<ml>Math-82<ml>Math-82<ml>mmm Math82b / src / main / java / org / apache / commons / math / optimization / linear / SimplexSolver . java 	 2017 - 08 - 23 <nl> ppp Math82b_PatchHDRepair8 / src / main / java / org / apache / commons / math / optimization / linear / SimplexSolver . java 	 2017 - 08 - 23 <nl> final double entry = tableau . getEntry ( i , col ) ; <nl> if ( MathUtils . compareTo ( entry , 0 , epsilon ) > = 0 ) { <nl> final double ratio = rhs / entry ; <nl> - if ( ratio < minRatio ) { <nl> + if ( ratio < = minRatio ) { <nl> minRatio = ratio ; <nl> minRatioPos = i ; <nl> } <nl> 
1<ml>Math-50<ml>Math-50<ml>mmm Math50b / src / main / java / org / apache / commons / math / analysis / solvers / BaseSecantSolver . java 	 2017 - 03 - 20 <nl> ppp Math50b_Patch44 / src / main / java / org / apache / commons / math / analysis / solvers / BaseSecantSolver . java 	 2017 - 04 - 11 <nl> case REGULA_FALSI : <nl> / / Nothing . <nl> if ( x = = x1 ) { <nl> - x0 = 0 . 5 * ( x0 + x1 - FastMath . max ( rtol * FastMath . abs ( x1 ) , atol ) ) ; <nl> f0 = computeObjectiveValue ( x0 ) ; <nl> } <nl> break ; <nl> 
0<ml>Math-28<ml>Math-28<ml>mmm Math28b / src / main / java / org / apache / commons / math3 / optimization / linear / SimplexSolver . java 	 2017 - 03 - 20 <nl> ppp Math28b_Patch33 / src / main / java / org / apache / commons / math3 / optimization / linear / SimplexSolver . java 	 2017 - 04 - 11 <nl> for ( Integer row : minRatioPositions ) { <nl> int i = tableau . getNumObjectiveFunctions ( ) ; <nl> for ( ; i < tableau . getWidth ( ) - 1 & & minRow ! = row ; i + + ) { <nl> - if ( row = = tableau . getBasicRow ( i ) ) { <nl> + if ( true ) { <nl> if ( i < minIndex ) { <nl> minIndex = i ; <nl> minRow = row ; <nl> 
0<ml>Math-81<ml>Math-81<ml>mmm Math81b / src / main / java / org / apache / commons / math / linear / EigenDecompositionImpl . java 	 2017 - 03 - 21 <nl> ppp Math81b_Patch64 / src / main / java / org / apache / commons / math / linear / EigenDecompositionImpl . java 	 2017 - 04 - 11 <nl> / / approximate contribution to norm squared from i < nn - 2 . <nl> if ( end - start > 2 ) { <nl> + if ( ( b2 ) ! = ( org . apache . commons . math . linear . EigenDecompositionImpl . this . eMin ) ) <nl> b2 = work [ nn - 13 ] / work [ nn - 15 ] ; <nl> a2 = a2 + b2 ; <nl> for ( int i4 = nn - 17 ; i4 > = 4 * start + 2 + pingPong ; i4 - = 4 ) { <nl> 
0<ml>Math-85<ml>Math-85<ml>mmm Math85b / src / java / org / apache / commons / math / analysis / solvers / UnivariateRealSolverUtils . java 	 2017 - 03 - 21 <nl> ppp Math85b_Patch72 / src / java / org / apache / commons / math / analysis / solvers / UnivariateRealSolverUtils . java 	 2017 - 04 - 11 <nl> } while ( ( fa * fb > 0 . 0 ) & & ( numIterations < maximumIterations ) & & <nl> ( ( a > lowerBound ) | | ( b < upperBound ) ) ) ; <nl> + if ( ( ( fa * fb ) ) ! = ( lowerBound ) ) <nl> if ( fa * fb > = 0 . 0 ) { <nl> throw new ConvergenceException ( <nl> " number of iterations = { 0 } , maximum iterations = { 1 } , " + <nl> 
1<ml>Lang-55<ml>Lang-55<ml>mmm Lang55b / src / java / org / apache / commons / lang / time / StopWatch . java 	 2017 - 03 - 20 <nl> ppp Lang55b_Patch25 / src / java / org / apache / commons / lang / time / StopWatch . java 	 2017 - 04 - 11 <nl> if ( this . runningState ! = STATE_RUNNING & & this . runningState ! = STATE_SUSPENDED ) { <nl> throw new IllegalStateException ( " Stopwatch is not running . " ) ; <nl> } <nl> + if ( - 1 = = org . apache . commons . lang . time . StopWatch . this . stopTime ) <nl> stopTime = System . currentTimeMillis ( ) ; <nl> this . runningState = STATE_STOPPED ; <nl> } <nl> 
0<ml>Math-73<ml>Math-73<ml>mmm Math73b / src / main / java / org / apache / commons / math / analysis / solvers / UnivariateRealSolverImpl . java 	 2017 - 05 - 03 <nl> ppp Math73b_Patch170 / src / main / java / org / apache / commons / math / analysis / solvers / UnivariateRealSolverImpl . java 	 2017 - 05 - 03 <nl> * @ throws IllegalArgumentException <nl> * / <nl> protected void verifySequence ( final double lower , final double initial , final double upper ) { <nl> - if ( ! isSequence ( lower , initial , upper ) ) { <nl> + if ( ( ( ! ( ( 1 ) ! = ( lower ) ) ) & & ( org . apache . commons . math . analysis . solvers . UnivariateRealSolverImpl . this . result < org . apache . commons . math . analysis . solvers . UnivariateRealSolverImpl . this . defaultFunctionValueAccuracy ) ) | | ( initial < = lower ) ) { <nl> throw MathRuntimeException . createIllegalArgumentException ( <nl> " invalid interval , initial value parameters : lower = { 0 } , initial = { 1 } , upper = { 2 } " , <nl> lower , initial , upper ) ; <nl> 
0<ml>Math-50<ml>Math-50<ml>mmm Math50b / src / main / java / org / apache / commons / math / analysis / solvers / BaseSecantSolver . java 	 2017 - 05 - 03 <nl> ppp Math50b_Patch166 / src / main / java / org / apache / commons / math / analysis / solvers / BaseSecantSolver . java 	 2017 - 05 - 03 <nl> / / are satisfied with the current approximation . <nl> if ( FastMath . abs ( x1 - x0 ) < FastMath . max ( rtol * FastMath . abs ( x1 ) , <nl> atol ) ) { <nl> + if ( ( ( ( atol ) ! = ( org . apache . commons . math . analysis . solvers . BaseSecantSolver . DEFAULT_ABSOLUTE_ACCURACY ) ) & & ( org . apache . commons . math . analysis . solvers . BaseSecantSolver . this . method ! = null ) ) | | ( f0 < = atol ) ) { <nl> switch ( allowed ) { <nl> case ANY_SIDE : <nl> return x1 ; <nl> } <nl> } <nl> } <nl> + } <nl> / * * < em > Secant < / em > - based root - finding methods . * / <nl> protected enum Method { <nl> 
1<ml>Chart-19<ml>Chart-19<ml>mmm Chart19b / source / org / jfree / chart / plot / CategoryPlot . java 	 2017 - 05 - 09 <nl> ppp Chart19b_Patch189 / source / org / jfree / chart / plot / CategoryPlot . java 	 2017 - 05 - 09 <nl> * @ since 1 . 0 . 3 <nl> * / <nl> public int getDomainAxisIndex ( CategoryAxis axis ) { <nl> + if ( axis = = null ) { throw new IllegalArgumentException ( ) ; } <nl> return this . domainAxes . indexOf ( axis ) ; <nl> } <nl> result = p . getRangeAxisIndex ( axis ) ; <nl> } <nl> } <nl> + if ( axis = = null ) { throw new IllegalArgumentException ( ) ; } <nl> return result ; <nl> } <nl> 
1<ml>Time-19<ml>Time-19<ml>mmm Time19b / src / main / java / org / joda / time / DateTimeZone . java 	 2017 - 08 - 23 <nl> ppp Time19b_PatchHDRepair10 / src / main / java / org / joda / time / DateTimeZone . java 	 2017 - 08 - 23 <nl> return offsetLocal ; <nl> } <nl> } <nl> - } else if ( offsetLocal > 0 ) { <nl> + } else if ( offsetLocal > = 0 ) { <nl> long prev = previousTransition ( instantAdjusted ) ; <nl> if ( prev < instantAdjusted ) { <nl> int offsetPrev = getOffset ( prev ) ; <nl> 
